cell_id,longitude,latitude,stress_score,urbanization_component,vegetation_component,water_component,evidence_strength,stress_quartile,rank,mandal,nearest_place,nearest_place_distance_km
C_035_129,79.362607,13.463186,0.254,0.1332,0.1434,0.4853,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2672,Vedurukuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_058_080,78.922433,13.256573,0.254,0.2061,0.2799,0.2761,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2673,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_061_136,79.431598,13.229624,0.2539,0.3547,0.3127,0.0943,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2674,Palasamudram,N/A (Requires Authoritative Settlement Gazetteer),
C_017_071,78.841584,13.624883,0.2539,0.2059,0.4192,0.1366,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2675,Sodam,N/A (Requires Authoritative Settlement Gazetteer),
C_025_070,78.832601,13.553017,0.2539,0.1756,0.3921,0.1939,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2676,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_055_121,79.290742,13.283523,0.2539,0.2417,0.2284,0.2915,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2677,Srirangarajapuram,N/A (Requires Authoritative Settlement Gazetteer),
C_030_084,78.958365,13.508102,0.2539,0.2995,0.3766,0.0855,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2678,Sodam,N/A (Requires Authoritative Settlement Gazetteer),
C_105_019,78.37446,12.834365,0.2538,0.336,0.1616,0.2639,Moderate (Compound Urban/Water Signal),Q3: Moderate-High Relative Stress,2679,Santhipuram,N/A (Requires Authoritative Settlement Gazetteer),
C_073_088,78.994298,13.121826,0.2538,0.2459,0.2149,0.3006,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2680,Yadamarri,N/A (Requires Authoritative Settlement Gazetteer),
C_111_026,78.437342,12.780466,0.2538,0.2185,0.3954,0.1477,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2681,Kuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_023_074,78.868534,13.570984,0.2537,0.0942,0.2554,0.4116,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2682,Sodam,N/A (Requires Authoritative Settlement Gazetteer),
C_070_040,78.563106,13.148776,0.2537,0.1593,0.3272,0.2744,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2683,Baireddipalle,N/A (Requires Authoritative Settlement Gazetteer),
C_055_086,78.976331,13.283523,0.2536,0.252,0.3766,0.1323,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2684,Thavanampalle,N/A (Requires Authoritative Settlement Gazetteer),
C_054_113,79.218877,13.292506,0.2536,0.0808,0.1492,0.5308,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2685,Gangadhara Nellore,N/A (Requires Authoritative Settlement Gazetteer),
C_106_014,78.329544,12.825382,0.2536,0.2311,0.327,0.2027,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2686,Santhipuram,N/A (Requires Authoritative Settlement Gazetteer),
C_072_101,79.111079,13.130809,0.2536,0.367,0.3402,0.0537,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2687,Gudipala,N/A (Requires Authoritative Settlement Gazetteer),
C_073_105,79.147011,13.121826,0.2536,0.2047,0.2517,0.3046,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2688,Gudipala,N/A (Requires Authoritative Settlement Gazetteer),
C_049_090,79.012264,13.337422,0.2535,0.1083,0.3281,0.3242,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2689,Irala,N/A (Requires Authoritative Settlement Gazetteer),
C_062_110,79.191927,13.220641,0.2535,0.3318,0.2175,0.2112,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2690,Gangadhara Nellore,N/A (Requires Authoritative Settlement Gazetteer),
C_048_076,78.8865,13.346405,0.2535,0.2066,0.5256,0.0282,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2691,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_010_089,79.003281,13.687765,0.2534,0.1514,0.3021,0.3068,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2692,Rompicherla,N/A (Requires Authoritative Settlement Gazetteer),
C_066_052,78.670904,13.184708,0.2534,0.2506,0.4437,0.0658,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2693,Gangavaram,N/A (Requires Authoritative Settlement Gazetteer),
C_090_048,78.634972,12.969113,0.2533,0.2992,0.4593,0.0013,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2694,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_103_025,78.428359,12.852332,0.2533,0.1969,0.1949,0.3681,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2695,Santhipuram,N/A (Requires Authoritative Settlement Gazetteer),
C_068_071,78.841584,13.166742,0.2532,0.2413,0.4484,0.0698,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2696,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_098_044,78.599039,12.897247,0.2532,0.2017,0.5579,0.0,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2697,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_053_148,79.539395,13.301489,0.2532,0.162,0.2619,0.3356,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2698,Nagari,N/A (Requires Authoritative Settlement Gazetteer),
C_070_088,78.994298,13.148776,0.2532,0.1497,0.1694,0.4405,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2699,Yadamarri,N/A (Requires Authoritative Settlement Gazetteer),
C_051_092,79.03023,13.319455,0.2531,0.1985,0.3735,0.1873,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2700,Irala,N/A (Requires Authoritative Settlement Gazetteer),
C_042_121,79.290742,13.400304,0.2531,0.1125,0.2478,0.3989,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2701,Vedurukuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_048_056,78.706837,13.346405,0.253,0.2088,0.4509,0.0992,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2702,Peddapanjani,N/A (Requires Authoritative Settlement Gazetteer),
C_041_072,78.850567,13.409287,0.253,0.1855,0.4855,0.0881,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2703,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_099_035,78.518191,12.888264,0.253,0.2362,0.3194,0.2034,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2704,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_070_044,78.599039,13.148776,0.2529,0.2424,0.2443,0.2721,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2705,Baireddipalle,N/A (Requires Authoritative Settlement Gazetteer),
C_048_049,78.643955,13.346405,0.2529,0.2433,0.4705,0.0449,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2706,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_071_091,79.021247,13.139792,0.2528,0.1902,0.1173,0.4509,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2707,Yadamarri,N/A (Requires Authoritative Settlement Gazetteer),
C_052_069,78.823618,13.310472,0.2527,0.2447,0.5127,0.0007,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2708,Gangavaram,N/A (Requires Authoritative Settlement Gazetteer),
C_038_116,79.245826,13.436236,0.2526,0.1096,0.4258,0.2224,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2709,Vedurukuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_050_149,79.548379,13.328439,0.2526,0.2267,0.2838,0.2472,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2710,Nagari,N/A (Requires Authoritative Settlement Gazetteer),
C_079_036,78.527174,13.067927,0.2525,0.2259,0.3879,0.1438,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2711,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_036_066,78.796668,13.454203,0.2525,0.2608,0.4754,0.0213,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2712,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_108_020,78.383443,12.807416,0.2525,0.3472,0.2538,0.1565,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2713,Santhipuram,N/A (Requires Authoritative Settlement Gazetteer),
C_041_097,79.075146,13.409287,0.2524,0.2834,0.3095,0.1644,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2714,Puthalapattu,N/A (Requires Authoritative Settlement Gazetteer),
C_019_071,78.841584,13.606916,0.2523,0.1863,0.3851,0.1857,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2715,Sodam,N/A (Requires Authoritative Settlement Gazetteer),
C_033_069,78.823618,13.481152,0.2522,0.2087,0.2157,0.3321,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2716,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_068_083,78.949382,13.166742,0.2522,0.1955,0.2785,0.2826,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2717,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_053_107,79.164978,13.301489,0.2522,0.1714,0.2212,0.3638,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2718,Penumuru,N/A (Requires Authoritative Settlement Gazetteer),
C_105_014,78.329544,12.834365,0.2522,0.3289,0.2513,0.1765,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2719,Santhipuram,N/A (Requires Authoritative Settlement Gazetteer),
C_048_156,79.611261,13.346405,0.2521,0.12,0.2453,0.391,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2720,Nagari,N/A (Requires Authoritative Settlement Gazetteer),
C_016_074,78.868534,13.633866,0.2521,0.164,0.2717,0.3206,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2721,Sodam,N/A (Requires Authoritative Settlement Gazetteer),
C_048_116,79.245826,13.346405,0.2521,0.3334,0.2929,0.13,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2722,Vedurukuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_099_027,78.446325,12.888264,0.2521,0.1895,0.1214,0.4454,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2723,Santhipuram,N/A (Requires Authoritative Settlement Gazetteer),
C_067_071,78.841584,13.175725,0.252,0.1495,0.3396,0.2669,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2724,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_071_123,79.308708,13.139792,0.252,0.3373,0.3826,0.036,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2725,Palasamudram,N/A (Requires Authoritative Settlement Gazetteer),
C_064_053,78.679887,13.202674,0.252,0.2249,0.4734,0.0576,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2726,Gangavaram,N/A (Requires Authoritative Settlement Gazetteer),
C_080_046,78.617005,13.058944,0.2519,0.2401,0.3097,0.206,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2727,Baireddipalle,N/A (Requires Authoritative Settlement Gazetteer),
C_123_019,78.37446,12.672668,0.2518,0.3378,0.0858,0.3317,Moderate (Compound Urban/Water Signal),Q3: Moderate-High Relative Stress,2728,Kuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_055_043,78.590056,13.283523,0.2518,0.1346,0.3522,0.2684,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2729,Peddapanjani,N/A (Requires Authoritative Settlement Gazetteer),
C_066_113,79.218877,13.184708,0.2517,0.2296,0.3087,0.2168,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2730,Chittoor,N/A (Requires Authoritative Settlement Gazetteer),
C_010_093,79.039214,13.687765,0.2515,0.0751,0.4795,0.1998,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2731,Rompicherla,N/A (Requires Authoritative Settlement Gazetteer),
C_068_089,79.003281,13.166742,0.2515,0.099,0.099,0.5564,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2732,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_038_059,78.733786,13.436236,0.2514,0.2487,0.5048,0.0007,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2733,Chowdepalle,N/A (Requires Authoritative Settlement Gazetteer),
C_031_041,78.57209,13.499119,0.2514,0.2798,0.2603,0.2142,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2734,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_021_093,79.039214,13.58895,0.2513,0.0858,0.1865,0.4817,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2735,Pulicherla,N/A (Requires Authoritative Settlement Gazetteer),
C_048_131,79.380573,13.346405,0.2512,0.1024,0.1692,0.482,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2736,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_055_099,79.093112,13.283523,0.2511,0.1432,0.2566,0.3533,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2737,Puthalapattu,N/A (Requires Authoritative Settlement Gazetteer),
C_042_103,79.129045,13.400304,0.2511,0.139,0.2713,0.3432,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2738,Puthalapattu,N/A (Requires Authoritative Settlement Gazetteer),
C_040_065,78.787685,13.41827,0.251,0.2978,0.455,0.0,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2739,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_043_110,79.191927,13.391321,0.251,0.2603,0.2589,0.2338,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2740,Penumuru,N/A (Requires Authoritative Settlement Gazetteer),
C_013_087,78.985315,13.660815,0.251,0.1708,0.385,0.1973,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2741,Pileru,N/A (Requires Authoritative Settlement Gazetteer),
C_061_097,79.075146,13.229624,0.2509,0.2944,0.2332,0.225,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2742,Chittoor,N/A (Requires Authoritative Settlement Gazetteer),
C_036_130,79.37159,13.454203,0.2509,0.1334,0.2151,0.4041,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2743,Vedurukuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_063_054,78.688871,13.211658,0.2508,0.2326,0.4398,0.0799,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2744,Gangavaram,N/A (Requires Authoritative Settlement Gazetteer),
C_068_088,78.994298,13.166742,0.2508,0.0727,0.0626,0.617,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2745,Yadamarri,N/A (Requires Authoritative Settlement Gazetteer),
C_057_055,78.697854,13.265557,0.2508,0.1963,0.5209,0.0354,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2746,Gangavaram,N/A (Requires Authoritative Settlement Gazetteer),
C_028_080,78.922433,13.526068,0.2507,0.2142,0.369,0.169,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2747,Sodam,N/A (Requires Authoritative Settlement Gazetteer),
C_049_109,79.182944,13.337422,0.2507,0.2218,0.1949,0.3353,Moderate (Compound Urban/Water Signal),Q3: Moderate-High Relative Stress,2748,Penumuru,N/A (Requires Authoritative Settlement Gazetteer),
C_050_085,78.967348,13.328439,0.2505,0.1723,0.1817,0.3976,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2749,Thavanampalle,N/A (Requires Authoritative Settlement Gazetteer),
C_057_154,79.593294,13.265557,0.2505,0.1872,0.4331,0.1312,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2750,Nagari,N/A (Requires Authoritative Settlement Gazetteer),
C_063_090,79.012264,13.211658,0.2504,0.0603,0.0834,0.6075,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2751,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_045_135,79.422614,13.373354,0.2504,0.1921,0.2009,0.3583,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2752,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_036_037,78.536157,13.454203,0.2504,0.3368,0.3291,0.0855,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2753,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_047_099,79.093112,13.355388,0.2504,0.1445,0.2075,0.3992,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2754,Puthalapattu,N/A (Requires Authoritative Settlement Gazetteer),
C_054_158,79.629227,13.292506,0.2504,0.1313,0.1068,0.5132,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2755,Nagari,N/A (Requires Authoritative Settlement Gazetteer),
C_037_072,78.850567,13.44522,0.2503,0.2177,0.3873,0.1461,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2756,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_050_099,79.093112,13.328439,0.2502,0.2168,0.2809,0.2528,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2757,Puthalapattu,N/A (Requires Authoritative Settlement Gazetteer),
C_058_049,78.643955,13.256573,0.2501,0.2563,0.2731,0.221,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2758,Peddapanjani,N/A (Requires Authoritative Settlement Gazetteer),
C_069_127,79.344641,13.157759,0.2499,0.1351,0.439,0.1755,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2759,Palasamudram,N/A (Requires Authoritative Settlement Gazetteer),
C_040_123,79.308708,13.41827,0.2499,0.1737,0.2451,0.3308,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2760,Vedurukuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_064_136,79.431598,13.202674,0.2499,0.4125,0.3238,0.0134,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2761,Palasamudram,N/A (Requires Authoritative Settlement Gazetteer),
C_035_052,78.670904,13.463186,0.2496,0.2579,0.3966,0.0944,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2762,Chowdepalle,N/A (Requires Authoritative Settlement Gazetteer),
C_070_080,78.922433,13.148776,0.2495,0.1549,0.39,0.2037,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2763,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_075_047,78.625988,13.10386,0.2493,0.2893,0.2694,0.1893,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2764,Baireddipalle,N/A (Requires Authoritative Settlement Gazetteer),
C_068_056,78.706837,13.166742,0.2493,0.1557,0.4808,0.1113,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2765,Palamaner,N/A (Requires Authoritative Settlement Gazetteer),
C_081_037,78.536157,13.049961,0.2493,0.2827,0.3453,0.1199,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2766,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_049_055,78.697854,13.337422,0.2492,0.3126,0.3653,0.0698,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2767,Peddapanjani,N/A (Requires Authoritative Settlement Gazetteer),
C_081_078,78.904466,13.049961,0.2491,0.2774,0.4681,0.0017,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2768,Yadamarri,N/A (Requires Authoritative Settlement Gazetteer),
C_071_092,79.03023,13.139792,0.2491,0.2548,0.1023,0.3904,Moderate (Compound Urban/Water Signal),Q3: Moderate-High Relative Stress,2769,Yadamarri,N/A (Requires Authoritative Settlement Gazetteer),
C_020_094,79.048197,13.597933,0.2489,0.2887,0.1498,0.3082,Moderate (Compound Urban/Water Signal),Q3: Moderate-High Relative Stress,2770,Pulicherla,N/A (Requires Authoritative Settlement Gazetteer),
C_104_015,78.338528,12.843348,0.2489,0.2112,0.2764,0.259,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2771,Santhipuram,N/A (Requires Authoritative Settlement Gazetteer),
C_067_099,79.093112,13.175725,0.2489,0.2468,0.4067,0.0933,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2772,Chittoor,N/A (Requires Authoritative Settlement Gazetteer),
C_102_031,78.482258,12.861315,0.2489,0.1415,0.2696,0.3357,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2773,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_111_018,78.365477,12.780466,0.2488,0.2785,0.1967,0.2712,Moderate (Compound Urban/Water Signal),Q3: Moderate-High Relative Stress,2774,Gudupalle,N/A (Requires Authoritative Settlement Gazetteer),
C_054_035,78.518191,13.292506,0.2488,0.256,0.4703,0.02,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2775,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_043_121,79.290742,13.391321,0.2488,0.1107,0.1797,0.4558,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2776,Vedurukuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_062_046,78.617005,13.220641,0.2486,0.2469,0.2941,0.2047,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2777,Peddapanjani,N/A (Requires Authoritative Settlement Gazetteer),
C_056_150,79.557362,13.27454,0.2485,0.1296,0.1513,0.4647,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2778,Nagari,N/A (Requires Authoritative Settlement Gazetteer),
C_040_036,78.527174,13.41827,0.2485,0.1866,0.2902,0.2689,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2779,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_052_058,78.724803,13.310472,0.2485,0.2416,0.4659,0.038,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2780,Peddapanjani,N/A (Requires Authoritative Settlement Gazetteer),
C_037_038,78.54514,13.44522,0.2485,0.1526,0.5172,0.0756,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2781,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_082_047,78.625988,13.040978,0.2485,0.2142,0.3941,0.1372,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2782,Baireddipalle,N/A (Requires Authoritative Settlement Gazetteer),
C_023_077,78.895483,13.570984,0.2484,0.1111,0.1379,0.4961,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2783,Sodam,N/A (Requires Authoritative Settlement Gazetteer),
C_049_113,79.218877,13.337422,0.2483,0.2104,0.2507,0.2839,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2784,Penumuru,N/A (Requires Authoritative Settlement Gazetteer),
C_039_123,79.308708,13.427253,0.2482,0.1493,0.2531,0.3422,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2785,Vedurukuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_083_036,78.527174,13.031995,0.2482,0.276,0.2476,0.221,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2786,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_035_033,78.500224,13.463186,0.2482,0.1898,0.5544,0.0003,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2787,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_090_026,78.437342,12.969113,0.2482,0.1527,0.3407,0.2512,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2788,Venkatagirikota,N/A (Requires Authoritative Settlement Gazetteer),
C_097_017,78.356494,12.90623,0.248,0.3375,0.2513,0.1552,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2789,Santhipuram,N/A (Requires Authoritative Settlement Gazetteer),
C_057_103,79.129045,13.265557,0.2479,0.3404,0.2235,0.1798,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2790,Penumuru,N/A (Requires Authoritative Settlement Gazetteer),
C_063_091,79.021247,13.211658,0.2479,0.1724,0.1274,0.4437,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2791,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_055_070,78.832601,13.283523,0.2478,0.2171,0.5262,0.0,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2792,Bangarupalem,N/A (Requires Authoritative Settlement Gazetteer),
C_122_031,78.482258,12.681652,0.2478,0.3226,0.4209,0.0,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2793,Kuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_076_039,78.554123,13.094877,0.2478,0.2324,0.3215,0.1896,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2794,Baireddipalle,N/A (Requires Authoritative Settlement Gazetteer),
C_038_115,79.236843,13.436236,0.2478,0.2067,0.2915,0.2453,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2795,Vedurukuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_025_067,78.805652,13.553017,0.2477,0.2085,0.3046,0.2299,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2796,Somala,N/A (Requires Authoritative Settlement Gazetteer),
C_053_095,79.05718,13.301489,0.2477,0.1254,0.4871,0.1307,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2797,Irala,N/A (Requires Authoritative Settlement Gazetteer),
C_104_009,78.284629,12.843348,0.2476,0.2642,0.3237,0.1549,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2798,Gudupalle,N/A (Requires Authoritative Settlement Gazetteer),
C_047_038,78.54514,13.355388,0.2475,0.1971,0.3155,0.2299,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2799,Punganur,N/A (Requires Authoritative Settlement Gazetteer),
C_060_090,79.012264,13.238607,0.2475,0.1094,0.157,0.4762,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2800,Thavanampalle,N/A (Requires Authoritative Settlement Gazetteer),
C_045_088,78.994298,13.373354,0.2474,0.2691,0.2272,0.2459,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2801,Irala,N/A (Requires Authoritative Settlement Gazetteer),
C_080_050,78.652938,13.058944,0.2473,0.2573,0.4725,0.0121,Moderate (Same-Sensor Spectral Agreement),Q3: Moderate-High Relative Stress,2802,Baireddipalle,N/A (Requires Authoritative Settlement Gazetteer),
C_036_054,78.688871,13.454203,0.2473,0.2437,0.3548,0.1434,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2803,Chowdepalle,N/A (Requires Authoritative Settlement Gazetteer),
C_096_034,78.509207,12.915214,0.2473,0.2423,0.3468,0.1529,High (Multi-Source Convergence),Q3: Moderate-High Relative Stress,2804,Ramakuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_042_123,79.308708,13.400304,0.2472,0.0577,0.1109,0.5731,Low (Single Evidence Family),Q3: Moderate-High Relative Stress,2805,Vedurukuppam,N/A (Requires Authoritative Settlement Gazetteer),
C_055_100,79.102096,13.283523,0.2471,0.191,0.2766,0.2738,Moderate (Compound Moisture/Vegetation Stress),Q3: Moderate-High Relative Stress,2806,Puthalapattu,N/A (Requires Authoritative Settlement Gazetteer),
